CatalogName;Number;Name;Price;Quantity;InBox
FORD;4683749;Модуль топливного насоса;8503;4;1
FORD;4685267;Крепеж;179;5;1
FORD;4688245;Вентиль колесный 47мм Tr'00-,06-,14-;206;5;1
FORD;4688254;Комплект штифтов и болтов суппорта;1332;2;1
FORD;4694694;Кронштейн опускного стекла двери Tr'06-;585;12;1
FORD;4696546;Лампа плафона салона Mav;80;5;1
FORD;4697528;Зажим;119;4;1
FORD;4698567;Зажим;255;1;1
FORD;4704597;Гайка М16х1,5мм;248;2;1
FORD;4709817;Шпилька М10x22мм;325;10;1
FORD;4715498;Болт;1223;3;1
FORD;4718665;Болты полуоси (2шт) Tr'0106-;266;14;1
FORD;4718666;Болты крепления полуоси (3шт) Tr'01-;295;3;1
FORD;4720786;болт;239;1;1
FORD;4722997;Втулка регулировочная Mav'01-;1058;6;1
FORD;4725777;Кольцо муфты компрессора кондиционера;434;1;1
FORD;4727101;Ролик приводного ремня 3.0 V6;2438;1;1
FORD;4727201;Свеча зажигания;543;8;1
FORD;4727793;Кольцо уплотнительное ГУР 6х1,75мм;99;10;1
FORD;4727861;Болт M6x25мм;148;5;1
FORD;4731637;Прокладка клапаной крышки Rh Mav'00-;2251;4;1
FORD;4733721;Крышка;571;2;1
FORD;4735664;Клапан кондиционера заправочный Mon'98-;444;2;1
FORD;4739790;Лампа жёлтая 12V, 5W;94;5;1
FORD;4745815;Прокладка клапанной крышки;2318;4;1
FORD;4746317;Болт M10х45мм;269;2;1
FORD;4747355;Штуцер трубки ГУР (длинный);1798;1;1
FORD;4757620;Болт М10х25мм;36;1;1
FORD;4757790;Болт М12х75мм;269;5;1
FORD;4770045;Шайба регулировочная Mon'14-;179;4;1
FORD;4770684;Гайка M16;336;16;1
FORD;4771438;Уплотнитель передней левой двери Tr'06-;3593;1;1
FORD;4774582;Гайка регулировочная заднего рычага;737;3;1
FORD;4775295;Кольцо уплотнительное;317;3;1
FORD;4775848;Штифт;58;10;1
FORD;4778103;Клапан заправочный кондиционера;168;50;1
FORD;4778184;Штуцер тормозного суппорта Mav'00-;746;1;1
FORD;4780766;Предохранитель картридж 30А (розовый короткий);285;2;1
FORD;4783753;Крышка бачка омывателя;329;4;1
FORD;4785148;Фильтр воздушный FA-1886;3585;1;1
FORD;4790948;Сальник хвостовика переднего моста Expl'95-;1801;2;1
FORD;4797516;Хомут пыльника ШРУСа большой D97,5мм;157;1;1
FORD;4807338;Опора переднего амортизатора Mav'01-;2438;8;1
FORD;4808263;Болт рулевой колонки М8х31мм;63;2;1
FORD;4810052;Прокладка приемной трубы;391;3;1
FORD;4811679;Сальник левого привода AWF21;1818;2;1
FORD;4811680;Сальник правого привода AWF21;1765;10;1
FORD;4811907;Болт M8 x 25мм;93;2;1
FORD;4825975;Гайка заднего моста Rh;1419;10;1
FORD;4834170;Датчик давления кондиционера Foc'98-;5057;1;1
FORD;4834499;Кольцо уплотнительное трубки охлаждения АКПП 6F50;296;2;1
FORD;4834524;Кольцо уплотнительное;370;4;1
FORD;4845761;Винт M4,2х19мм;208;2;1
FORD;4847966;Лента тормозная Foc'98-;7171;4;1
FORD;4848740;Болт M8x25мм;213;5;1
FORD;4849074;Гайка;50;12;1
FORD;4850406;Гайка;59;2;1
FORD;4852242;Клипса;96;11;1
FORD;4855809;Зажим 6.5 X 2-4.5 (крепеж брызговика);272;2;1
FORD;4856966;Крепление клеммы аккумулятора;998;5;1
FORD;4858375;Саморез;121;45;1
FORD;4858452;Решетка вентиляционная Foc'05-,Mon'00-;1169;2;1
FORD;4862709;Пистон 8мм;76;15;1
FORD;4863719;Втулка переднего стабилизатора;681;2;1
FORD;4873490;Крышка поводка стеклоочистителя;227;3;1
FORD;4875039;Винт;39;1;1
FORD;4875826;Гайка задней ступицы Rh Tr 01-.06- RWD;1221;2;1
FORD;4876426;Болт M8x55мм;125;8;1
FORD;4877331;Гайка закладная Tr'07-;169;5;1
FORD;4882780;Датчик частоты вращения двигателя Foc'05-;2881;4;1
FORD;4884983;Трубопровод допотопителя металический двойной Tr'01'06-;14159;1;1
FORD;4887097;Поводок заднего стеклоочистителя Mav'01-;2465;1;1
FORD;4892360;Замок передней правой двери Foc'05-;10980;2;1
FORD;4892389;Замок задней левой двери Foc'08-;1949;1;1
FORD;4892457;Замок передней правой двери Foc'05-;10717;1;1
FORD;4892459;Замок передней левой двери Foc'05- (с двойной блок.);10932;3;1
FORD;4894641;Замок передней правой двери Foc'05-;10601;1;1
FORD;4895286;Замок капота Foc'07-;8905;7;1
FORD;4896707;Замок передней левой двери Foc'05-;8222;2;1
FORD;4902340;Прокладка корпуса дроссельной заслонки;280;3;1
FORD;4907723;Демпфер двери 20мм;325;8;1
FORD;4910238;Накладка левого зеркала Ran`09- Dark Grey;707;1;1
FORD;4911148;Фиксатор 6.3х12.5мм;79;8;1
FORD;4941413;Уплотнения магистрали 5/8  системы AC (прокладка + кольцо);1141;1;1
FORD;4944443;Гайка;340;5;1
FORD;4948795;Пробка сливная поддона M12;454;1;1
FORD;4953750;Уплотнитель топливной форсунки;1253;1;1
FORD;4956236;Замок капота Tr'01-,06-;1371;12;1
FORD;4958455;Трос газа Rang'09-;2837;1;1
FORD;4960793;Трубка топливная (обратка) D18 Con'06-;6151;10;1
FORD;4964972;Втулка переднего стабилизатора Conn'02-;457;12;1
FORD;4966601;Вентиль колёсный;669;2;1
FORD;4968717;Гайка;248;4;1
FORD;4970675;Трубка рабочего цилиндра сцепления;6572;1;1
FORD;4972773;Указатель поворота боковой;1364;1;1
FORD;4973219;Болт М14х80мм;333;1;1
FORD;4974675;Рычаг передний Rh Mav'05-;9420;1;1
FORD;4974677;Рычаг передний Lh Mav'05-;10624;2;1
FORD;4974884;Кольцо уплотнительное датчика переднего парктроника;253;4;1
FORD;4979025;Модуль AirBag Rang'06'09-;6514;1;1
FORD;4981946;Демпфер;2706;2;1
FORD;4982463;Зеркало заднего вида (в салоне);1200;1;1
FORD;4982548;Ремень компрессора а/с Ran'02-;1505;2;1
FORD;4986166;Подшипник опорный передней стойки Mon'01-, Conn'02-;931;1;1
FORD;4986247;Болт заднего амортизатора;313;3;1
FORD;4986263;Ручка двери багажного отделения Rang'06'09-;1994;1;1
FORD;4988520;Свеча зажигания;609;8;1
FORD;4C1Z-8592-A;Прокладка водяного коллектора Tr'01-;764;2;1
FORD;4F1Z-19N619-AA;Фильтр салона FP-54;1056;1;1
FORD;4L2Z-3C650-A;Хомут;186;1;1
FORD;4L2Z-7086-AA;Прокладка;1092;1;1
FORD;4L2Z-9A589-CA;Прокладка;820;1;1
FORD;4L3Z-1012-A;Гайка колесная;408;24;1
FORD;4L3Z-9276-AA;Прокладка топливного насоса 3,6 x 136;552;4;1
FORD;4L5Z-6A785-AA;Маслоотделитель системы вентиляции картерных газов;3133;2;1
FORD;4L8Z-6K255-AA;Рычаг натяжителя цепи ГРМ;1694;3;1
FORD;4R3Z-6B274-BA;Успокоитель цепи;2198;2;1
FORD;4S4Z-13N019-AA;Пыльник лампы фары Expl'11-;529;5;1
FORD;5007396;Трубка тормозная 1 метр (O 4,75мм);1032;4;1
FORD;5008177;Катушка зажигания;1681;2;1
FORD;5012195;Петля передней двери Lh Low Foc'05-;4156;1;1
FORD;5016703;Крепление брызговика;307;1;1
FORD;5018748;Лампа двухнитевая 21/4W (кривой ключ);151;8;1
FORD;5025649;Трос стояночного тормоза Rh Rang'09;5253;1;1
FORD;5025664;Трос стояночного тормоза Lh Rang'09;4421;4;1
FORD;5034072;Личинка замка зажигания Foc'05-;3371;16;1
FORD;5036875;Гайка задней ступицы Lh Tr 01-.06- RWD;1118;3;1
FORD;5038894;Пыльник переднего амортизатора Mav'01-;709;4;1
FORD;5038895;Отбойник переднего амортизатора Mav'01-;1227;2;1
FORD;5039978;Подшипник КПП 62,5мм;2536;2;1
FORD;5043388;Петля передней двери нижняя Mav`01`07-;1508;2;1
FORD;5043858;Шкив водяного насоса Mav'00-;1332;1;1
FORD;5045844;Датчик массового расхода воздуха Kuga'14-;5480;1;1
FORD;5047437;Катушка зажигания Duratec-HE;1682;50;1
FORD;5051325;Вентиль колесный стальной (H43мм/h32мм);262;9;1
FORD;5052887;Петля передней левой двери верхняя Mav'01-;1371;3;1
FORD;5053748;Кольцо уплотнительное клапанной крышки;328;3;1
FORD;5056836;Заглушка винта внутренней ручки двери EcoSport'14-;274;2;1
FORD;5059118;Кольцо модуля TCM DCPS;228;6;1
FORD;5063113;Фонарь задний Lh Rang'09-;6490;1;1
FORD;5066043;Уплотнение;758;2;1
FORD;5069546;Датчик частоты вращения вторичного вала;3163;1;1
FORD;5069547;Датчик скорости АКПП Foc'11-;2506;1;1
FORD;5069549;Датчик скорости;2090;1;1
FORD;5072891;Датчик температуры DY-1156;1111;8;1
FORD;5079966;Фильтр воздушный FA-1883;1348;13;1
FORD;5081089;Свеча зажигания Duratec 3.0;530;4;1
FORD;5087244;Этикетка;230;6;1
FORD;5089540;Шайба 12мм;286;4;1
FORD;5090031;Датчик температуры наружного воздуха;339;7;1
FORD;5090655;Кольцо стопорное блока сцепления DPS6 35х1.8мм;331;1;1
FORD;5091251;Датчик давления в шине (TPMS);2233;20;1
FORD;5091927;Фильтр масляный;388;1;1
FORD;5091986;Фильтр топливный Ran'06-;1490;1;1
FORD;5098227;Фильтр турбокомпрессора;1235;2;1
FORD;5099190;Втулка заднего рычага Mav'01-;1945;6;1
FORD;5100478;Болт;174;5;1
FORD;5100800;Цепь масляного насоса(двухрядная);2462;1;1
FORD;5100903;Гайка закладная;143;8;1
FORD;5101184;Натяжитель цепи масляного насоса;521;3;1
FORD;5101191;Успокоитель цепи ГРМ;834;3;1
FORD;5101194;Цепь ГРМ EcoBoost 2.0;5701;1;1
FORD;5101218;Крышка поводка заднего стеклоочистителя Kuga'12-;600;1;1
FORD;5103473;Толкатель клапана 3,000мм Duratec-HE;755;3;1
FORD;5103632;Толкатель клапана 3.025мм;763;2;1
FORD;5103634;Толкатель клапана 3,050мм;965;1;1
FORD;5103635;Толкатель клапана 3,075мм;706;1;1
FORD;5103637;Толкатель клапана 3,100мм;776;2;1
FORD;5103638;Толкатель клапана 3.122мм;706;1;1
FORD;5103639;Толкатель клапана 3,142мм Duratec-HE;776;4;1
FORD;5103640;Толкатель клапана 3,162мм;776;3;1
FORD;5103641;Толкатель клапана 3,182мм;776;6;1
FORD;5103642;Толкатель клапана 3,202мм;776;1;1
FORD;5103643;Толкатель клапана 3,222мм Duratec-HE;708;6;1
FORD;5103645;Толкатель клапана 3,242мм Duratec-HE;760;4;1
FORD;5103646;Толкатель клапана 3,262мм;776;9;1
FORD;5103647;Толкатель клапана 3,282мм Duratec-HE;697;4;1
FORD;5103648;Толкатель клапана 3,302мм;776;8;1
FORD;5103649;Толкатель клапана 3,322мм Duratec-HE;644;4;1
FORD;5103650;Толкатель клапана 3,342мм;708;5;1
FORD;5103651;Толкатель клапана 3,362мм;644;1;1
FORD;5103652;Толкатель клапана 3,382мм;700;2;1
FORD;5103653;Толкатель клапана 3,402мм;700;1;1
FORD;5103654;Толкатель клапана 3,422мм;714;4;1
FORD;5103655;Толкатель клапана 3,442мм;644;1;1
FORD;5103656;Толкатель клапана 3,462мм;714;2;1
FORD;5103659;Толкатель клапана 3,522мм;700;2;1
FORD;5103660;Толкатель клапана 3,542мм Duratec-HE;708;2;1
FORD;5103661;Толкатель клапана 3.562мм Duratec HE;708;4;1
FORD;5103663;Толкатель клапана 3,602мм Duratec-HE;700;2;1
FORD;5103664;Толкатель клапана 3,625мм;707;2;1
FORD;5103665;Толкатель клапана;619;7;1
FORD;5103667;Толкатель клапана 3.700мм Duratec HE;644;1;1
FORD;5103668;Толкатель клапана 3,725мм;708;6;1
FORD;5103906;Шпилька;126;3;1
FORD;5107956;Подшипник игольчатый КПП;1140;5;1
FORD;5107971;Сальник привода;585;2;1
FORD;5109377;Натяжитель приводного ремня 2,0 IVCT;5948;3;1
FORD;5109950;Успокоитель цепи;783;1;1
FORD;5109965;Болт ГБЦ;186;5;1
FORD;5109980;Барабан КПП Ka+'16-;1513;8;1
FORD;5109984;Цепь ГРМ;5644;2;1
FORD;5110027;Крышка;136;7;1
FORD;5110214;Болт (муфты VCT), Duratec DI TI VCT 2.0;225;5;1
FORD;5110377;Решетка динамика;1267;3;1
FORD;5112340;Прокладка ТНВД 2.0 Duratec TIV;302;4;1
FORD;5113695;Ремень приводной;1353;2;1
FORD;5114405;Гайка колёсная для стального диска (М12х1,5мм);96;8;1
FORD;5114406;Гайка колесная открытая Conn'02- (M12x1,5мм);288;5;1
FORD;5115895;Свеча зажигания 2.0 TIVCT 160 PS;446;4;1
FORD;5115971;Датчик давления топливной системы Mon'07-;11144;1;1
FORD;5116028;Клапан регулировки фаз ГРМ впускного распредвала Ecoboost 2.0 Mon'07-;7194;2;1
FORD;5116377;Болт;166;5;1
FORD;5118622;Заглушка обивки двери круглая;338;5;1
FORD;5118643;Датчик подушки безопасности ;2203;1;1
FORD;5119629;Башмак натяжителя цепи ГРМ;1167;3;1
FORD;5120109;Болт;409;3;1
FORD;5122496;Гайка M10;53;6;1
FORD;5122692;Шпилька;260;2;1
FORD;5126672;Кольцо датчика ABS;692;1;1
FORD;5127352;Крепление ковриков Tr'14-;111;10;1
FORD;5127857;Заготовка ключа;2192;2;1
FORD;5128002;Стоп-сигнал дополнительный Tr'09-;307;152;1
FORD;5128504;Фильтр салона (не угольный) Kuga'12-;1057;1;1
FORD;5129032;Щуп уровня масла;443;2;1
FORD;5129735;Шайба гайки выпускного коллектора;274;10;1
FORD;5131048;Болт M6х27мм;504;2;1
FORD;5131222;Клипса;135;3;1
FORD;5131753;Крышка клапанная Duratec HE с отверстием под датчик р/вала;10978;1;1
FORD;5132255;Крюк буксировочный;868;10;1
FORD;5132507;Шкив приводного ремня;1769;6;1
FORD;5132713;Ролик паразитный;4899;1;1
FORD;5133034;Прокладка выпускного коллектора;808;5;1
FORD;5133378;Сальник КПП A4LD 0696-;558;2;1
FORD;5135689;Рамка декоративная;1194;1;1
FORD;5136178;Клапан вентиляции топливной системы;1755;1;1
FORD;5142323;Зажим положительной клеммы аккумулятора;1018;3;1
FORD;5143241;Пистон обивки;118;2;1
FORD;5143612;Прокладка клапанной крышки;3427;4;1
FORD;5144081;Шпилька;245;10;1
FORD;5144580;Кольцо уплотнительное;110;1;1
FORD;5144989;Клапан выпускной IVCT 2.0;2021;6;1
FORD;5145260;Кронштейн опоры КПП Foc'98-, Conn'02-;2664;43;1
FORD;5146136;Прокладка топливного насоса;1010;7;1
FORD;5146733;Проставка рессоры резиновая;189;12;1
FORD;5146956;Распредвал выпускной DOHC 2.3, 2.5;3692;6;1
FORD;5147336;Свеча зажигания AGSF-32W-M1;469;17;1
FORD;5147345;Прокладка впускного коллектора;164;1;1
FORD;5147705;Свеча зажигания AGSF-32W-M;493;4;1
FORD;5148413;Форсунка омывателя лобового стекла;602;8;1
FORD;5149318;Фильтр воздушный Ran'06-;1843;1;1
FORD;5150093;Фрикцион АКПП;172;7;1
FORD;5150095;Фрикцион АКПП;179;1;1
FORD;5150097;Фрикцион АКПП;100;1;1
FORD;5152208;Стойка переднего стабилизатора Mav'01-;1415;4;1
FORD;5152332;Прокладка клапанной крышки EcoBoost;1407;2;1
FORD;5152877;Кольцо уплотнительное;445;1;1
FORD;5153581;Сальник полуоси Mav'01-;741;1;1
FORD;5154310;Шпилька M10 X 65 ;292;5;1
FORD;5154431;Кольцо стопорное привода;182;2;1
FORD;5154693;Прокладка;516;1;1
FORD;5156088;Гайка;253;8;1
FORD;5156418;Винт;79;10;1
FORD;5157015;Болт;193;4;1
FORD;5157382;Прокладка клапанной крышки Kuga'14-;1340;10;1
FORD;5157403;Щуп уровня масла;243;3;1
FORD;5158132;Свеча зажигания (иридий);584;6;1
FORD;5160290;Ремень приводной A/C;423;3;1
FORD;5160307;Насос омывателя лобового стекла Kuga'12-;1792;2;1
FORD;5160320;Пружина переднего суппорта Foc'05-;566;4;1
FORD;5160503;Патрубок воздушного фильтра;523;2;1
FORD;5160871;Болт M8x116мм;215;10;1
FORD;5161441;Фланец раздаточной коробки задний Kuga'12-;6900;3;1
FORD;5161442;Сальники раздаточной коробки (к-т);2629;6;1
FORD;5162051;Фильтр воздушный Mav'01- FA-1696;1107;3;1
FORD;5162174;Насос топливный GDI/GTDI (непосредственный впрыск);23755;2;1
FORD;5162179;Крышка центральной консоли Kuga'12-;577;1;1
FORD;5162365;Фонарь освещения номерного знака Exp'11-;1179;1;1
FORD;5162691;Ограничитель открывания двери Kuga'12-;1096;5;1
FORD;5162727;Ограничитель двери;2524;4;1
FORD;5163143;Прокладка трубки отвода масла;408;6;1
FORD;5163917;Крышка головки блока цилиндров;4372;1;1
FORD;5164130;Сальник;1552;2;1
FORD;5164707;Клипса шумоизоляции капота;143;1;1
FORD;5166065;Отбойник переднего амортизатора;401;1;1
FORD;5166068;Заглушка личинки замка;509;2;1
FORD;5168033;Прокладка глушителя;704;2;1
FORD;5168278;Форсунка топливная;4217;4;1
FORD;5169166;Крышка модуля ДВС;932;4;1
FORD;5170043;Ремень приводной кондиционера;405;3;1
FORD;5170763;Заклепка 4.8 x 12мм;158;20;1
FORD;5173983;Болт шкива коленвала М8х25мм;96;11;1
FORD;5174985;Хомут ;2100;1;1
FORD;5177200;Фиксатор;116;4;1
FORD;5179740;Заглушка;157;2;1
FORD;5180262;Сальник АКПП Foc'15-;927;4;1
FORD;5181037;Кольца уплотнительные системы AC, комплект (6 прокладок диаметром: 8мм, 1/2 , 5/8 );2088;1;1
FORD;5181140;Болт, M12Х55мм (крепления передней ступицы);100;2;1
FORD;5181410;Крышка бачка омывателя;603;1;1
FORD;5181865;Трубка  обратки  системы  охл.;1392;2;1
FORD;5182117;Фильтр воздушный Kuga'13- 2.5;875;2;1
FORD;5182583;Винт;127;19;1
FORD;5182780;Стойка переднего стабилизатора Mon'14-;2873;2;1
FORD;5183416;Зажим;166;3;1
FORD;5184465;Клипса;115;3;1
FORD;5185249;Диск тормозной Fr Mav'01-;6734;1;1
FORD;5185441;Прокладка ГБЦ DOHC 2.0;2593;1;1
FORD;5185852;Заглушка кузова 22мм Kuga'12-;81;1;1
FORD;5188660;Болт М12х75мм;187;10;1
FORD;5189609;Динамик Mon'14-;1328;4;1
FORD;5190334;Кольцо уплотнительное фильтра АКПП;163;5;1
FORD;5190668;Клипса подкрылка;57;16;1
FORD;5190932;Свеча зажигания AGSF-32-FM;452;9;1
FORD;5191144;Наполнитель переднего правого крыла Mon'14-;1321;1;1
FORD;5191145;Наполнитель переднего левого крыла Mon'14-;1194;1;1
FORD;5191259;Свеча зажигания AZFS-32F-E;534;7;1
FORD;5191624;Фильтр масляный FL-300;536;2;1
FORD;5192589;Прокладка выпускного коллектора;506;16;1
FORD;5193175;Болт сход-развальный Mon'14-;477;6;1
FORD;5194031;Прокладка ГБЦ EcoBoost 2,0;2641;1;1
FORD;5195822;Крышка клапанная;16780;6;1
FORD;5197058;Винт 4.2 x 20мм;187;10;1
FORD;5197083;Шланг выпускной;863;1;1
FORD;5197231;Болт крепления рессоры Tr'14-;72;50;1
FORD;5197236;Болт M14x110мм;272;3;1
FORD;5197995;Сальник хвостовика заднего моста;557;2;1
FORD;5198499;Адаптер водяного насоса;5472;1;1
FORD;5198500;Прокладка корпуса термостата;182;4;1
FORD;5198649;Решетка вентиляционная Kuga'12-, Mon'14-;605;1;1
FORD;5199128;Дефлектор задней колесной арки Rh Kuga'12-;590;2;1
FORD;5199129;Дефлектор задний Lh Kuga'12-;590;2;1
FORD;5199141;Петля передней левой двери нижняя Kuga'13-;1524;1;1
FORD;5199504;Фильтр масляный FL-2017-B;355;7;1
FORD;5200958;Шпилька;144;2;1
FORD;5201105;Болт опоры КПП VXT75;225;4;1
FORD;5201387;Прокладка ГБЦ 2,5 Mon'14-;2668;3;1
FORD;5204549;Клапан EGR;9293;2;1
FORD;5205119;Шпилька колеса Mon'14-;112;8;1
FORD;5205882;Патрубок интеркулера Duratorq;3321;1;1
FORD;5205966;Рычаг натяжителя цепи ГРМ;1092;4;1
FORD;5205980;Прокладка вакуумного насоса;611;50;1
FORD;5206816;Гайка M8;178;9;1
FORD;5208219;Опора КПП Foc'98-;1573;2;1
FORD;5208485;Клипса;80;16;1
FORD;5210880;Заклёпка;79;8;1
FORD;5211024;Свеча зажигания 2.0 TIVCT 160 PS;446;20;1
FORD;5211105;Втулка уплотнительная расширительного бачка;266;1;1
FORD;5211729;Модуль топливного насоса;4979;3;1
FORD;5211749;Эмблема Titanium;714;2;1
FORD;5215041;Щуп уровня масла Duratec HE;867;7;1
FORD;5215216;Свеча зажигания EcoBoost 2.0;436;30;1
FORD;5217454;Демпфер капота Kuga'12-;124;4;1
FORD;5218471;Демпфер капота Mon'14-;354;5;1
FORD;5219472;Кабель USB 1128 мм;1201;1;1
FORD;5219946;Демпфер;133;2;1
FORD;5220043;Крестовина карданного вала;3207;1;1
FORD;5220438;Зеркальный элемент Rh;2661;2;1
FORD;5220606;Кронштейн крепления патрубка интеркулера;1687;2;1
FORD;5220900;Зеркальный элемент Lh Kuga'12-;2675;2;1
FORD;5221417;Ручка потолка Fr Kuga'12-;686;2;1
FORD;5222631;Исполнительное устройство сцепления;16109;6;1
FORD;5223242;Шланг заливного патрубка;650;10;1
FORD;5223243;Патрубок топливного бака Conn'02-;642;17;1
FORD;5223245;Трубка топливная Conn'02-;1079;7;1
FORD;5224204;Ролик приводного ремня Kuga'12-;1212;5;1
FORD;5224617;Опора ДВС Rh Conn'02-;5269;1;1
FORD;5224778;Амортизатор задний Conn`02-;3864;1;1
FORD;5225283;Молдинг передней правой двери Mon'14-;6877;1;1
FORD;5225430;Отбойник крышки багажника Mon'14-;384;2;1
FORD;5226508;Заглушка;421;2;1
FORD;5227277;Болт ;95;2;1
FORD;5227818;Шкив коленвала;20575;1;1
FORD;5227821;Шкив коленвала с демпфером;20575;3;1
FORD;5228367;Крепёж;759;2;1
FORD;5228799;Решётка декоративная Lh Kuga'12-;1542;5;1
FORD;5228800;Решётка декоративная Rh Kuga'12-;1483;3;1
FORD;5230401;Заглушка заднего буксировочного крюка Kuga'13-;1151;1;1
FORD;5230683;Шестерня масляного насоса;662;2;1
FORD;5232271;Кольцо уплотнительное ТНВД  45мм;299;3;1
FORD;5232796;Трубка системы охлаждения турбины;3842;1;1
FORD;5233270;Крепеж;178;10;1
FORD;5234172;Крепеж;191;1;1
FORD;5234908;Шланг радиатора Ran'11-;100;3;1
FORD;5236243;Замок капота Foc'11-, Tr'12-;2879;1;1
FORD;5236408;Брызговики задние Kuga'12-;2160;17;1
FORD;5236599;Кронштейн отбойника капота Rh Mon'14-;537;3;1
FORD;5236601;Демпфер капота Lh Mon'14- ;1063;1;1
FORD;5237591;Винт;51;6;1
FORD;5238078;Болт распредвала М7х41мм;99;9;1
FORD;5238309;Кронштейн передней левой фары Kuga'13-;2524;1;1
FORD;5238743;Саморез брызговика заднего;10;2;1
FORD;5241010;Прокладка;648;4;1
FORD;5241156;Втулка заднего стабилизатора Mon'14-;573;12;1
FORD;5243104;Заготовка ключа Kuga'17-;1459;1;1
FORD;5243186;Фильтр воздушный S-Maх/Gal 15-, Mon 14-;779;5;1
FORD;5243591;Клапан воздушный IMRC;4538;1;1
FORD;5245433;Ступица подшипника выключения сцепления DPS6 Foc'11-;4924;1;1
FORD;5246269;Пыльник сальника хвостовика заднего моста Tr'14-;153;1;1
FORD;5247042;Маслоприемник;1413;3;1
FORD;5248804;Заклепка;147;3;1
FORD;5249907;Свеча зажигания Duratec HE 2.3;464;14;1
FORD;5252047;Звездочка распредвала;6151;1;1
FORD;5252579;Заглушка переднего буксировочного крюка Kuga'12-;1083;1;1
FORD;5252916;Гайка M20;252;2;1
FORD;5253038;Болт;120;3;1
FORD;5253321;Кольцо уплотнительное трубки ГУР;227;9;1
FORD;5253338;Болт;117;1;1
FORD;5254490;Эмблема Ford передняя;3287;1;1
FORD;5255188;Втулка переднего стабилизатора Mon'14-;721;3;1
FORD;5255334;Подшипник скольжения;507;2;1
FORD;5255437;Клипса молдинга;33;380;1
FORD;5255441;Клипса;203;8;1
FORD;5256078;Фильтр салона (угольный) Mon 14-;1109;25;1
FORD;5256143;Стоп-сигнал дополнительный Conn'03-;598;1;1
FORD;5256741;Прокладка блока клапанов АКПП;1190;1;1
FORD;5256743;Прокладка блока клапанов АКПП;883;7;1
FORD;5257064;Шайба;114;4;1
FORD;5259491;Болт распредвала 2.0 turbo;1550;2;1
FORD;5260842;Заготовка ключа Tr 14-;861;1;1
FORD;5261157;Датчик парктроника;1581;1;1
FORD;5261539;Болт креления рессоры М14х140мм Tr'14-;175;5;1
FORD;5262365;Демпфер капота Kuga'13-;263;4;1
FORD;5262473;Насос топливный;15354;1;1
FORD;5262529;Сальник хвостовика заднего редуктора Tr'14-;949;2;1
FORD;5262604;Втулка АКПП 38,8мм;699;2;1
FORD;5263609;Насос масляный Foc'05-;4829;8;1
FORD;5264089;Шпилька;171;2;1
FORD;5264546;Насос масляный Duratec HE;3645;8;1
FORD;5264578;Трос замка капота Kuga'12-;2284;1;1
FORD;5267389;Подшипник КПП 6F Mid Range;311;4;1
FORD;5267733;Изолятор радиатора Mon'14-;143;3;1
FORD;5268016;Сальник АКПП;764;4;1
FORD;5268049;Сальник Rh приводного вала;1299;1;1
FORD;5268063;Прокладка поддона АКПП 6R80/6R60;2059;2;1
FORD;5269309;Шпилька крепления интеркуллера Mon'14-;97;1;1
FORD;5270438;Клипса молдинга порога;59;33;1
FORD;5272036;Распредвал выпускной 2.0L IVCT Turbo;6010;2;1
FORD;5272401;Заглушка КПП;207;1;1
FORD;5273097;Шланг расширительного бачка;1382;12;1
FORD;5273177;Насос масляный;3703;1;1
FORD;5273431;Заклепка;53;21;1
FORD;5273704;Распредвал впускной EcoBoost 2,0;4787;2;1
FORD;5275555;Фильтр АКПП  FT-188;2189;2;1
FORD;5275867;Кольцо уплотнительное;153;4;1
FORD;5278397;Опора заднего амортизатора Mon'14-;2232;16;1
FORD;5279301;Втулка подшипника хвостовика заднего моста Tr'14-;557;2;1
FORD;5289289;Стойка заднего стабилизатора EcoSport'14-;2138;4;1
FORD;5294957;Эмблема Ford Tr 14-;1527;1;1
FORD;5295821;Трубка расширительного бачка Kug'12-;2623;2;1
FORD;5297669;Сальник первичного вала DCPS;446;50;1
FORD;5297670;Сальник первичного вала КПП;584;10;1
FORD;5298364;Трос переключения АКПП;4357;1;1
FORD;5299514;Трубка вакуумная;1625;2;1
FORD;5303743;Кольцо уплотнительное трубки кондиционера (комплект 7шт);1334;11;1
FORD;5303748;Заглушка;282;6;1
FORD;5305181;Датчик парктроника Foc'14-;1125;2;1
FORD;5305940;Эмблема Ford Rang'11-, Tr'14-;2443;7;1
FORD;5305978;Прокладка выпускного коллектора;923;3;1
FORD;5308369;Коленвал Ti-VCT 2,3;38676;3;1
FORD;5309473;Винт М6x16мм;72;1;1
FORD;5311538;Болт M14x85мм;234;2;1
FORD;5312510;Комплект крепежа форсунок;8337;1;1
FORD;5315730;Прокладка выпускного коллектора;164;3;1
FORD;5318071;Отражатель заднего бампера Lh Mon'14-;1567;2;1
FORD;5318073;Щётка стеклоочистителя Lh 660мм Mon'14-;1433;5;1
FORD;5318074;Щётка стеклоочистителя Rh Mon'14-;1433;3;1
FORD;5323752;Накладка заднего правого сиденья Kug'12-;331;1;1
FORD;5325526;Стекло задней двери Lh Expl`11-;3946;1;1
FORD;5336044;Датчик температуры;1648;2;1
FORD;5341697;Ремень приводной Foc'98- +AC +PS;1425;2;1
FORD;5344249;Эмблема Ford передняя;1997;4;1
FORD;5350655;Клипса крепления радиатора Mon'14-;421;5;1
